Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Lopez-Miller,Versatile client-server alliance,Open,12/20/24,7/30/24,New,55200.0,BDR Outreach,,,17.0
Brown LLC,Compatible upward-trending core,Lost,7/30/24,7/18/24,New,55200.0,OA-demo request-Coyote-ALA ad-020323,Functionality (Provide Details),,28.0
Obrien PLC,Balanced contextually-based open system,Open,12/31/24,7/16/24,New,55200.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,Cannibis; Construction; Finance & Banking; Government; Intellectual Property; Labor & Employment; Litigation; Native American; Real Estate; Tax; Water,25.0
"Richardson, Combs and Stein",Up-sized upward-trending focus group,Lost,10/2/24,6/14/24,New,55200.0,email-IGNITE 2024-invite-2-010423,Feature (Provide Details),,33.0
"Wang, Hudson and Sanchez",Reduced heuristic instruction set,Lost,7/26/24,5/25/24,New,55200.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),Administrative; Bankruptcy; Commercial; Construction; Corporate & Securities; Education; Elder; Environmental; Insurance; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,17.0
Hahn Group,Open-source explicit strategy,Lost,10/24/24,5/23/24,New,55200.0,Consultant,Feature (Provide Details),,30.0
"Reyes, Hughes and Mcdonald",Cross-platform foreground hierarchy,Lost,10/16/24,2/29/24,New,55200.0,BDR Outreach,Inertia (Provide Details),,33.0
Small-Mejia,Sharable composite access,Open,12/31/24,2/13/24,New,55200.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,28.0
"Lopez, Guerrero and Johnson",Inverse demand-driven encryption,Lost,2/29/24,11/2/23,New,55200.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,20.0
"Pierce, Strickland and Sims",Team-oriented global policy,Lost,3/12/24,11/2/23,New,55200.0,Cold Call,Inertia (Provide Details),,43.0
"Mccall, Hale and Floyd",Distributed empowering focus group,Lost,3/21/24,10/26/23,New,55200.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,27.0
Summers Inc,User-friendly web-enabled Local Area Network,Lost,4/26/24,10/26/23,New,55200.0,Cold Call,Feature (Provide Details),,26.0
Willis-Perry,Expanded intermediate portal,Open,11/29/24,10/16/23,New,55200.0,BDR Outreach,,,34.0
Kelly Ltd,Intuitive tertiary help-desk,Lost,3/12/24,10/5/23,New,55200.0,BDR Outreach,Inertia (Provide Details),,29.0
"Roman, Lopez and Kim",Programmable 4thgeneration emulation,Lost,12/28/23,9/26/23,New,55200.0,BDR Outreach,Inertia (Provide Details),,26.0
"Ballard, Adams and Marshall",Up-sized multi-tasking portal,Lost,2/2/24,9/21/23,New,55200.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Functionality (Provide Details),,28.0
"Taylor, Ross and Jones",Pre-emptive motivating matrix,Lost,11/4/24,9/18/23,New,55200.0,email-Coyote Customer Panel Webinar-2-091323,Feature (Provide Details),,26.0
Douglas-Chavez,Adaptive methodical approach,Lost,11/15/23,9/12/23,New,55200.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,12.0
Howard-Bell,Upgradable incremental emulation,Lost,6/19/24,6/30/23,New,55200.0,Cold Call,Inertia (Provide Details),,34.0
"Larson, Sharp and Tran",Quality-focused asymmetric complexity,Lost,9/9/24,5/22/23,New,55200.0,Referred by Client,Inertia (Provide Details),Cannibis; Elder; Elder Law; Family; Litigation,25.0
"Garcia, Barker and Smith",Synchronized solution-oriented database,Open,11/29/24,4/13/23,New,55200.0,BDR Outreach,,,35.0
Johnson-Griffin,Virtual national emulation,Lost,7/31/23,4/6/23,New,55200.0,Consultant,Price (Provide Details),,105.0
Kelly Inc,Realigned intermediate instruction set,Lost,9/4/24,4/4/23,New,55200.0,BDR Outreach,Inertia (Provide Details),Immigration,11.0
"Hampton, Lawson and Fischer",Synergized tertiary initiative,Lost,6/26/24,3/13/23,New,55200.0,BDR Outreach,Inertia (Provide Details),,28.0
Wagner Group,Business-focused 3rdgeneration monitoring,Lost,6/18/24,2/27/23,New,55200.0,BDR Outreach,Inertia (Provide Details),,39.0
Kelly-Roy,User-friendly fresh-thinking groupware,Lost,11/1/24,2/21/23,New,55200.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,22.0
"Simmons, Martin and Garcia",Synchronized didactic methodology,Lost,5/8/23,2/16/23,New,55200.0,Referred by Vendor,Feature (Provide Details),Family,10.0
Miller Ltd,Function-based disintermediate hub,Lost,5/18/23,2/14/23,New,55200.0,BDR Outreach,Functionality (Provide Details),Appellate; Construction; Environmental; Healthcare; Insurance; Labor & Employment; Litigation,21.0
"Roth, Williams and Dominguez",Reduced encompassing Graphic Interface,Lost,5/20/24,2/9/23,New,55200.0,BDR Outreach,Inertia (Provide Details),,16.0
Bennett LLC,Robust demand-driven frame,Lost,10/25/24,1/25/23,New,55200.0,Demo Request-Coyote Payments-Blitz-50 Promo-100422,Inertia (Provide Details),,34.0
"Chambers, Mejia and Bullock",Enhanced analyzing system engine,Lost,3/20/24,1/25/23,New,55200.0,Cold Call,Inertia (Provide Details),,29.0
Hernandez and Sons,Managed heuristic matrices,Lost,11/8/23,1/19/23,New,55200.0,Referred by Vendor,Inertia (Provide Details),Corporate & Securities; Immigration; Intellectual Property; Labor & Employment; Litigation; Real Estate,36.0
"Lawson, Baker and French",Up-sized maximized support,Lost,5/17/23,1/17/23,New,55200.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),Administrative; Commercial Finance; Commercial Transactions; Insurance; Intellectual Property; Labor & Employment; Litigation; Malpractice; Real Estate; Sports; Tax,25.0
Hurst LLC,Operative intermediate frame,Lost,7/21/23,1/12/23,New,55200.0,Consultant,Inertia (Provide Details),,30.0
Vasquez PLC,Phased client-server approach,Lost,10/10/23,12/19/22,New,55200.0,BDR Outreach,Inertia (Provide Details),,39.0
Watkins-Andrade,Optional high-level hierarchy,Lost,1/17/23,12/9/22,New,55200.0,Consultant,Functionality (Provide Details),Construction; Trusts & Estates,29.0
Berry-Knight,Expanded grid-enabled time-frame,Lost,2/1/23,12/9/22,New,55200.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Commercial; Corporate & Securities; Finance & Banking; Immigration; Intellectual Property; Labor & Employment; Litigation; Real Estate,20.0
Calhoun PLC,Cross-platform human-resource core,Won,3/20/23,11/2/22,New,55200.0,Demo Requests-Coyote-Website MQLs-071322,,Trusts & Estates,21.0
Sherman-Williams,Team-oriented zero tolerance focus group,Won,3/28/23,10/26/22,New,55200.0,Consultant,,Employee Benefits; Nonprofit Organizations; Tax,27.0
"Williams, Smith and Huynh",Fully-configurable contextually-based support,Lost,4/16/23,9/13/22,New,55200.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,24.0
Smith-Joyce,Persistent scalable concept,Lost,6/26/23,9/13/22,New,55200.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),Business Organizations; Construction; Financial Services Regulatory; Labor & Employment; Real Estate; Transportation,63.0
Lewis Group,Enterprise-wide tertiary interface,Lost,2/16/23,8/30/22,New,55200.0,BDR Outreach,Price (Provide Details),,29.0
Sanchez Group,Expanded client-server adapter,Lost,7/17/24,6/23/22,New,55200.0,Coyote Transfer Opp,Inertia (Provide Details),Personal Injury,28.0
Miles and Sons,Visionary 24/7 hub,Lost,1/3/23,5/20/22,New,55200.0,WR-Demo Request-0422-ALA 2022 Raffle-PG1067A1,Inertia (Provide Details),,42.0
"Long, Nelson and Young",Mandatory bottom-line database,Lost,9/19/23,5/4/22,New,55200.0,Consultant,Inertia (Provide Details),,42.0
"King, Smith and Rice",Distributed responsive complexity,Lost,6/15/23,4/18/22,New,55200.0,Cold Call,Inertia (Provide Details),,23.0
"Mahoney, Johnson and Nielsen",Self-enabling multi-state forecast,Lost,2/27/24,11/29/21,New,55200.0,WR-Demo Request-1121-ABM Form-PG1146A1,Inertia (Provide Details),,33.0
Jones and Sons,Enhanced solution-oriented instruction set,Lost,5/23/23,1/11/21,Upsell,55200.0,Check-in Call,Functionality (Provide Details),Construction; Labor & Employment; Maritime,28.0
Turner-Wright,Switchable reciprocal conglomeration,Lost,4/17/24,10/9/20,New,55200.0,Marketing General - Multichannel,Inertia (Provide Details),Administrative; Bankruptcy; Commercial; Construction; Corporate & Securities; Education; Elder; Environmental; Insurance; Intellectual Property; Labor & Employment; Real Estate; Trusts & Estates,17.0
Eaton Group,Reverse-engineered 24/7 portal,Won,4/10/23,10/18/19,New,55200.0,LeadGen-Elite-052019,,Administrative; Appellate; Bankruptcy; Commercial; Construction; Corporate & Securities; Environmental; Finance & Banking; Intellectual Property; Litigation; Media; Oil & Gas; Personal Injury; Real Estate; Tax; Trusts & Estates; Appellate Practice,35.0
Molina LLC,Open-source optimal orchestration,Lost,3/7/24,10/3/23,New,55322.04,Cold Call,Price (Provide Details),,31.0
Anderson-Cox,Multi-lateral human-resource hub,Won,9/14/23,7/27/23,Upsell,56400.0,No Known Campaign Source,,Business Organizations; Cannibis; Criminal; Education; Family; Government; Intellectual Property; Labor & Employment; Land Use & Zoning; Litigation; Other; Real Estate; Trusts & Estates; Workers Compensation,56.0
Martin PLC,Assimilated needs-based hierarchy,Won,6/27/23,4/19/23,Cross-Sell,56400.0,Referred by Employee,,Bankruptcy; Financing & Banking; Litigation,115.0
"Massey, Martinez and Daniels",Optimized didactic methodology,Lost,2/10/23,2/2/23,New,56400.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,58.0
"Kennedy, Doyle and Suarez",Reactive user-facing Internet solution,Lost,4/4/24,9/28/22,New,56400.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),,29.0
Grant-Jensen,Total object-oriented complexity,Open,11/29/24,5/15/24,Upsell,57348.0,webinar-Coyote Practice Management for ON PREM-050924,,Business Organizations; Insurance; Litigation; Maritime; Workers Compensation,19.0
"Buck, Washington and Bridges",Function-based discrete monitoring,Open,10/31/24,4/30/24,Upsell,57348.0,Cold Call,,Arbitration; Bankruptcy; Commercial; Construction; Government; Labor & Employment; Other; Real Estate; Sports; Transportation; Utilities,37.0
Humphrey and Sons,Public-key incremental forecast,Lost,8/8/24,12/4/23,New,57600.0,email-ari kaplan leadership report-091123,Functionality (Provide Details),,142.0
Burns Group,Streamlined high-level policy,Won,1/2/24,10/12/23,Upsell,57600.0,Check-in Call,,Commercial; Insurance; Labor & Employment,41.0
Evans Group,Realigned responsive matrix,Open,10/31/24,7/6/22,Upsell,57600.0,Cold Call,,Construction; Labor & Employment; Litigation; Maritime; Natural Resources; Other,26.0
Mccall-Obrien,Team-oriented 6thgeneration extranet,Lost,6/12/24,11/10/22,Upsell,58764.0,WB-DEMO REQUEST from webinar-Coyote Cloud-102522,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Environmental; Labor & Employment; Real Estate,44.0
"Parker, Bernard and Hall",Self-enabling 3rdgeneration methodology,Open,12/12/24,9/25/24,Upsell,58896.0,,,Commercial; Construction; Healthcare,53.0
Mcdonald-Moore,Devolved zero-defect adapter,Won,3/31/23,12/16/22,Upsell,58896.0,webinar-Coyote Cloud-CUSTOMERS-101422,,Bankruptcy; Insurance; Intellectual Property; Labor & Employment; Litigation; Other; Real Estate; Trusts & Estates,29.0
Parker and Sons,Synchronized incremental architecture,Open,12/30/24,7/6/22,Upsell,58896.0,Check-in Call,,Appellate; Cannibis; Labor & Employment; Land Use & Zoning; Other; Public Policy,30.0
Hamilton LLC,Innovative heuristic task-force,Lost,10/9/23,7/6/22,Upsell,58896.0,Check-in Call,Price (Provide Details),Corporate Governance; Labor & Employment; Litigation; Other; Real Estate,28.0
"Long, Hunter and Morrison",Reactive attitude-oriented concept,Lost,6/13/24,7/6/22,Upsell,58896.0,Cold Call,Inertia (Provide Details),Appellate,30.0
Woods Ltd,Integrated attitude-oriented hardware,Lost,3/22/24,7/31/23,New,58908.0,email-Ari Kaplan Leadership Report Webinar-2,Inertia (Provide Details),,28.0
James PLC,Future-proofed web-enabled attitude,Lost,9/15/23,4/14/23,New,58920.0,BDR Outreach,Price (Provide Details),Patent,28.0
Nash-Russell,Configurable exuding throughput,Won,6/14/23,5/22/20,New,59160.0,ConnectAndSell,,Administrative; Insurance; Labor & Employment,28.0
Weber Inc,Right-sized tangible projection,Won,10/20/23,3/14/23,New,59400.0,Consultant,,Contracts; Labor & Employment; Litigation; Malpractice,41.0
Stark PLC,Self-enabling optimal ability,Won,3/29/24,7/25/23,New,59500.08,Cold Call,,Government; Litigation; White Collar,48.0
Rodriguez-Anderson,Upgradable national Internet solution,Open,12/31/24,9/10/24,New,60000.0,Former Customer - Referral,,,22.0
Henderson Ltd,Face-to-face fresh-thinking algorithm,Lost,8/5/24,5/30/24,New,60000.0,Referred by Client,Feature (Provide Details),,25.0
Sherman Inc,Cross-group global functionalities,Lost,6/27/24,4/2/24,New,60000.0,ALA Regional Chapters,Functionality (Provide Details),,19.0
"Rocha, Robertson and Rodriguez",Stand-alone real-time monitoring,Lost,6/4/24,11/8/23,New,60000.0,CB-Chat-Terminus-DemoRequest-SurePoint,Functionality (Provide Details),,42.0
"Arroyo, Roberts and Turner",Exclusive bifurcated workforce,Lost,3/28/24,10/17/23,New,60000.0,BDR Outreach,Inertia (Provide Details),,20.0
Rubio-Garcia,Intuitive bandwidth-monitored archive,Lost,5/17/23,4/9/23,New,61200.0,IB-LeadGen-Demo-INBOUND,Inertia (Provide Details),,50.0
Smith and Sons,Vision-oriented value-added success,Lost,2/16/23,6/28/22,New,61200.0,Coyote Transfer Opp,Inertia (Provide Details),,42.0
Merritt and Sons,Customer-focused bifurcated productivity,Open,12/20/24,1/16/24,New,61440.0,Former Customer - Referral,,,23.0
"Everett, Chang and Smith",Pre-emptive high-level productivity,Open,11/22/24,2/29/24,New,62370.0,Cold Call,,,41.0
"Silva, Thomas and Townsend",Phased asynchronous projection,Lost,6/20/24,2/21/24,New,62370.0,Cold Call,Functionality (Provide Details),,21.0
"Rodriguez, Terry and Ryan",Customizable zero tolerance analyzer,Lost,7/29/24,10/9/23,New,62400.0,Cold Call,Inertia (Provide Details),,10.0
"Scott, Baker and Jefferson",Future-proofed mission-critical toolset,Lost,3/31/23,2/10/23,New,62700.0,email-Product-VersionUpdate-4-011723,Functionality (Provide Details),Bankruptcy; Insurance; Maritime; Real Estate,55.0
Simpson Group,Synergistic stable circuit,Lost,8/18/23,6/7/23,Upsell,62778.6,Check-in Call,Price (Provide Details),Administrative,101.0
"Carr, Olson and Erickson",Proactive asymmetric open architecture,Lost,10/3/23,4/3/23,Upsell,63000.0,IGNITE-2023-registrants-013023,Feature (Provide Details),Bankruptcy; Real Estate; Trusts & Estates,47.0
Hess LLC,Object-based fault-tolerant concept,Open,11/27/24,7/6/22,Upsell,64464.0,REGISTERED-Coyote Virtual User Group-webinar-072122,,Appellate; Arbitration; Commercial; Construction; Energy; Environmental; Healthcare; Insurance; Labor & Employment; Maritime; Other; Product Liability; Professional Responsibility; Transportation,56.0
Johnson-Francis,Re-engineered methodical protocol,Won,6/30/23,7/21/22,New,64500.0,Cold Call,,Appellate; Construction; Environmental; Healthcare; Insurance; Labor & Employment; Litigation,21.0
Pope-Payne,Polarized human-resource forecast,Lost,5/8/23,1/13/22,New,64799.28,BDR Outreach,Inertia (Provide Details),,44.0
Rodriguez-Myers,Re-contextualized zero-defect leverage,Lost,10/10/23,9/21/21,New,64799.28,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Insurance,32.0
"Macias, Anderson and Moore",Assimilated mission-critical superstructure,Won,6/28/24,3/6/24,Upsell,64800.0,No Known Campaign Source,,Copyright; Intellectual Property; Trademark,37.0
Maddox-Garcia,Integrated context-sensitive support,Won,8/31/23,4/3/23,New,64800.0,BDR Outreach,,Class Actions; Construction,17.0
Morrison-Jenkins,Re-engineered global workforce,Lost,4/10/23,11/8/22,New,64800.0,Consultant,Functionality (Provide Details),,32.0
Miller PLC,Up-sized radical standardization,Lost,2/16/23,4/12/22,New,64800.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,35.0
"Davis, Hayes and Miller",Horizontal maximized product,Lost,4/17/24,4/7/22,Cross-Sell,64800.0,Consultant,Inertia (Provide Details),,15.0
"Chang, Gomez and Jones",Decentralized fault-tolerant matrices,Lost,5/16/23,4/5/22,New,64800.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Commercial; Construction; Insurance; Professional Responsibility,29.0
Torres PLC,Innovative bi-directional Graphical User Interface,Lost,8/9/23,3/29/22,Cross-Sell,64800.0,BDR Outreach,Inertia (Provide Details),Litigation,45.0
Hardy-Donaldson,Upgradable intangible conglomeration,Lost,5/5/23,3/4/22,New,64800.0,Cold Call,Inertia (Provide Details),,36.0
Hernandez-Frost,Future-proofed reciprocal array,Lost,2/15/24,3/2/22,Upsell,64800.0,Check-in Call,Inertia (Provide Details),Commercial; Labor & Employment; Municipal,42.0
Padilla-Jones,Reverse-engineered empowering complexity,Lost,5/20/24,6/1/21,New,64800.0,ConnectAndSell,Inertia (Provide Details),,43.0
Duran-Ramirez,Operative intangible analyzer,Lost,4/17/24,4/6/21,New,64800.0,Sendoso,Inertia (Provide Details),,36.0
Baldwin LLC,Horizontal human-resource synergy,Lost,9/29/23,2/5/21,New,64800.0,Cold Call,Functionality (Provide Details),Copyright; Intellectual Property; Litigation; Patent; Trademark,39.0
Mason PLC,Grass-roots content-based synergy,Lost,6/13/24,7/16/21,Upsell,64803.24,Check-in Call,Inertia (Provide Details),Commercial; Construction; Healthcare,53.0
Nelson-Barr,Switchable 3rdgeneration algorithm,Lost,1/25/24,6/12/23,New,65100.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,38.0
"Welch, Collins and Williams",Open-source hybrid firmware,Lost,8/19/24,3/11/24,Upsell,65280.0,No Known Campaign Source,Inertia (Provide Details),Antitrust; Construction; Corporate & Securities,61.0
Whitaker Inc,Cloned mobile matrix,Open,12/18/24,9/11/23,Upsell,65280.0,No Known Campaign Source,,Corporate & Securities; Intellectual Property; Labor & Employment; Litigation; Tax; Venture Capital,41.0
Scott-Andrews,Expanded directional capability,Lost,5/2/24,7/6/22,Upsell,65280.0,No Known Campaign Source,Inertia (Provide Details),Administrative,40.0
Mckinney-Shaw,Synchronized homogeneous model,Lost,6/12/24,7/6/22,Upsell,65280.0,Check-in Call,Price (Provide Details),Appellate,36.0
Guerra Inc,Vision-oriented full-range extranet,Lost,4/26/24,7/6/22,Upsell,65280.0,No Known Campaign Source,Price (Provide Details),Corporate Governance; Environmental; Insurance; Intellectual Property; Labor & Employment; Land Use & Zoning; Litigation; Mergers & Acquisitions; Other; Real Estate,32.0
"Davis, Cruz and Miller",Team-oriented asymmetric firmware,Lost,10/9/23,7/6/22,Upsell,65280.0,Check-in Call,Feature (Provide Details),Bankruptcy; Commercial Finance; Contracts; Elder Law; Family; Government; Healthcare; Immigration; Intellectual Property; International; Labor & Employment; Litigation; Media; Other; Real Estate; Restructuring; Tax; Trademark,41.0
Bates PLC,Total scalable standardization,Open,12/31/24,4/10/24,Upsell,66000.0,Check-in Call,,Commercial; Intellectual Property; Mergers & Acquisitions; Patent,26.0
Hunt LLC,Proactive bandwidth-monitored infrastructure,Open,12/31/24,11/30/22,Upsell,66000.0,Check-in Call,,Copyright; Patent; Trademark,49.0
"Hill, Thompson and York",Public-key dedicated success,Won,7/19/24,7/19/24,Upsell,67100.04,No Known Campaign Source,,Administrative; Arbitration; Business Organizations; Cannibis; Commercial Transactions; Corporate Governance; Education; Environmental; Healthcare; Labor & Employment; Litigation; Real Estate,61.0
Romero-Boyer,Centralized maximized complexity,Lost,11/10/23,7/11/22,Upsell,67422.0,Coyote Transfer Opp,Inertia (Provide Details),Litigation,52.0
"Cook, Brady and Johnson",Assimilated static attitude,Won,9/20/24,9/5/24,Upsell,67896.0,Cold Call,,Appellate,43.0
Marsh-Murphy,Adaptive homogeneous standardization,Lost,7/7/23,4/5/23,Upsell,68400.0,IGNITE-2023-registrants-013023,Price (Provide Details),Antitrust; Construction; Corporate & Securities,61.0
Sullivan-Callahan,Versatile systemic architecture,Lost,2/27/24,7/12/22,New,68820.0,BDR Outreach,Inertia (Provide Details),,37.0
"Ford, Johnson and Harris",Phased transitional methodology,Open,12/20/24,10/17/24,New,69300.0,Former Customer - Referral,,,47.0
Barnes-Johnson,Centralized composite help-desk,Open,11/30/24,10/2/24,New,69300.0,*Consultant Partner,,,
Gill-Watkins,Face-to-face zero-defect paradigm,Open,12/31/24,9/3/24,New,69300.0,Cold Call,,,38.0
Gross Group,Polarized dedicated customer loyalty,Lost,10/16/24,6/20/24,New,69300.0,BDR Outreach,Inertia (Provide Details),Education,39.0
"Douglas, Cooper and Jackson",Business-focused tertiary conglomeration,Lost,9/24/24,4/19/24,New,69300.0,Referred by Client,Inertia (Provide Details),,23.0
Waller LLC,Object-based asynchronous firmware,Lost,6/10/24,3/26/24,New,69300.0,OA-GoogleAds-0221-Demo Request Form-PG1183A1,Functionality (Provide Details),,20.0
"Tucker, Martin and Thompson",Phased heuristic installation,Lost,4/24/24,3/19/24,New,69300.0,Website Demo + Contact Us - Form Submissions,Feature (Provide Details),,31.0
Turner-Cherry,Devolved foreground installation,Lost,11/22/23,11/3/23,New,69300.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,31.0
"Lynch, Jones and White",Front-line bandwidth-monitored capacity,Lost,3/21/24,10/24/23,New,69300.0,Consultant,Inertia (Provide Details),,30.0
Smith and Sons,Focused tertiary Internet solution,Lost,6/18/24,10/11/23,New,69300.0,BDR Outreach,Functionality (Provide Details),,19.0
"Garcia, Cantrell and Boyle",Horizontal grid-enabled concept,Lost,6/26/24,10/4/23,New,69300.0,Cold Call,Inertia (Provide Details),,23.0
"Kennedy, Collins and Joseph",Reduced zero administration orchestration,Won,10/13/23,8/31/23,Upsell,69300.0,Cold Call,,Environmental; Intellectual Property; Labor & Employment; Real Estate; Tax,33.0
"Howard, Heath and Bray",Multi-channeled reciprocal moratorium,Lost,4/7/24,7/27/23,New,69300.0,Consultant,Inertia (Provide Details),,39.0
Townsend Ltd,Phased non-volatile pricing structure,Lost,8/21/24,5/17/23,New,69300.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,22.0
Henson Inc,Optimized web-enabled service-desk,Lost,5/26/23,5/1/23,New,69300.0,email-ContactEase-Why CRM webinar-032922,Functionality (Provide Details),,27.0
Burton-Brown,De-engineered radical challenge,Lost,8/15/23,4/14/23,New,69300.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,25.0
Pineda and Sons,Synergized background interface,Lost,9/21/23,4/10/23,New,69300.0,Website Demo + Contact Us - Form Submissions,Feature (Provide Details),Arbitration,40.0
Mason Inc,Seamless asynchronous access,Lost,5/13/24,4/7/23,New,69300.0,Cold Call,Inertia (Provide Details),Appellate; Business Organizations; Commercial; Construction; Employee Benefits; Financing & Banking; Labor & Employment; Litigation,35.0
Kennedy-Krueger,Universal zero tolerance artificial intelligence,Lost,6/26/23,4/4/23,New,69300.0,demo request-coyote-analytics-last-blast-PROMO 50-122922,Inertia (Provide Details),Corporate & Securities; Corporate Governance; Litigation,44.0
"Williams, Wise and Hogan",Seamless heuristic workforce,Lost,8/12/24,3/16/23,New,69300.0,BDR Outreach,Inertia (Provide Details),,36.0
"Roth, Kirby and Thomas",Intuitive content-based frame,Lost,7/25/23,3/15/23,New,69300.0,demo-request-CoyoteAnalytics-$50 GIFT CARD-081022,Feature (Provide Details),Corporate & Securities; Corporate Governance; Litigation,44.0
"Lewis, Caldwell and Gonzalez",Advanced background customer loyalty,Lost,4/11/23,2/2/23,New,69300.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Appellate; Bankruptcy; Business Organizations; Commercial; Corporate & Securities; Insurance; Intellectual Property; Labor & Employment; Litigation,39.0
"Davis, Zimmerman and Morton",Reactive multi-tasking application,Lost,6/21/23,12/14/22,New,69300.0,BDR Outreach,Inertia (Provide Details),,45.0
Evans-Hunt,Future-proofed bandwidth-monitored interface,Won,10/8/24,10/5/22,Upsell,69300.0,IGNITE-2023-registrants-013023,,Bankruptcy; Business Organizations; Corporate & Securities,43.0
Harper-Roberson,Synchronized contextually-based hierarchy,Lost,4/19/23,8/12/22,New,69300.0,Cold Call,Inertia (Provide Details),,75.0
"Osborne, Kim and Phillips",Re-engineered methodical matrices,Lost,10/9/23,8/8/22,Upsell,69300.0,Cold Call,Feature (Provide Details),Appellate; Bankruptcy; Employee Benefits; Environmental; Finance & Banking; Financial Services Regulatory; Franchise; Healthcare; Litigation; Other; Real Estate; Restructuring; Tax; Trusts & Estates,44.0
"Pruitt, Swanson and Wilson",Progressive composite architecture,Lost,6/18/24,7/20/22,Upsell,69300.0,Check-in Call,Inertia (Provide Details),Commercial; Construction; Environmental; FDA; Labor & Employment,51.0
Martin-Martin,Realigned intangible system engine,Lost,2/17/23,6/20/22,New,69300.0,BDR Outreach,Inertia (Provide Details),,37.0
Marshall-Hill,Streamlined multi-state alliance,Lost,8/3/23,2/11/22,New,69300.0,BDR Outreach,Inertia (Provide Details),,24.0
"Schwartz, Black and Martinez",Multi-tiered multi-state frame,Lost,6/18/24,5/17/21,New,69300.0,Cold Call,Inertia (Provide Details),,38.0
Baker-Gray,Compatible holistic customer loyalty,Lost,8/12/24,6/21/24,New,69302.4,*Partnerships,Price (Provide Details),,21.0
"Peck, Mcdonald and Lawson",Fully-configurable eco-centric middleware,Lost,1/26/24,12/28/23,New,69600.0,BDR Outreach,Functionality (Provide Details),,35.0
Ryan-Galloway,Face-to-face global system engine,Won,6/28/24,6/3/24,New,69768.0,*Partnerships,,Insurance; Litigation,39.0
Jones PLC,Re-contextualized fresh-thinking functionalities,Open,10/31/24,4/9/24,Upsell,69804.0,No Known Campaign Source,,Class Actions; Insurance; Workers Compensation,24.0
"Hanson, Lopez and Stuart",Self-enabling mission-critical array,Won,6/26/23,11/16/22,New,70380.0,Consultant,,Intellectual Property; Patent,24.0
"Austin, Krueger and Shelton",Innovative asynchronous attitude,Won,3/10/23,9/20/22,New,70800.0,BDR Outreach,,Business Organizations; Cybersecurity; Intellectual Property; Labor & Employment; Litigation; Real Estate; Tax,56.0
Flowers Group,Decentralized actuating instruction set,Won,9/3/24,8/6/24,New,71000.04,*Partnerships,,,52.0
Bishop Inc,Streamlined actuating collaboration,Won,12/22/23,10/4/23,New,72000.0,Website Demo + Contact Us - Form Submissions,,Antitrust; Corporate Governance; Litigation; Other,47.0
Wells-Newman,Proactive clear-thinking customer loyalty,Won,3/31/23,10/6/22,New,72000.0,Cold Call,,Construction; Litigation,36.0
"Burns, Kim and Leonard",Stand-alone heuristic knowledge user,Lost,4/11/23,8/18/22,New,72000.0,BDR Outreach,Functionality (Provide Details),Labor & Employment; Litigation; Trial & Appellate Litigation,59.0
"Grant, Baker and Robertson",Synergistic background productivity,Lost,6/13/24,7/6/22,Upsell,72000.0,Coyote Transfer Opp,Inertia (Provide Details),Employee Benefits; Labor & Employment; Litigation; Other; Workers Compensation,38.0
Nelson-Smith,Synchronized clear-thinking collaboration,Lost,2/16/23,4/6/22,New,72000.0,OA-Capterra-0221-Demo Request-PG1125A1,Inertia (Provide Details),Litigation,52.0
Johnson PLC,Self-enabling eco-centric hardware,Lost,11/21/23,8/11/21,New,72000.0,Marketing General - Multichannel,Inertia (Provide Details),Appellate; Intellectual Property; Litigation; Trial & Appellate Litigation; White Collar,78.0
Berger-Young,Exclusive directional conglomeration,Lost,6/13/24,1/16/24,Upsell,72036.0,No Known Campaign Source,Inertia (Provide Details),Elder; Labor & Employment; Medical Malpractice; Other,27.0
